;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
1;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
2;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
3;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
4;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1242;15,247181964573269
5;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
6;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
7;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1243;15,234915526950925
8;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1242;15,247181964573269
9;[3, 0, 1, 0, 3, 1, 3, 0];1869;20806;1331600;1242;15,247181964573269
