;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
1;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
2;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
3;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
4;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
5;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
6;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
7;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
8;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
9;[2, 0, 1, 0, 3, 1, 2, 0];24056;665800;1331600;14334;44,770754848611695
