;node;suppressed in sample;sample size;input size;equivalence classes;average EQ size
0;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
1;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
2;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
3;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
4;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
5;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
6;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
7;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
8;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
9;[3, 0, 1, 0, 3, 1, 3, 0];1840;20806;1331600;1153;16,449262792714656
